time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-01-01T10:55:41.761Z,69.7023,-144.2319,17.9,2.8,ml,,,,0.97,ak,ak0191ttk5c,2019-01-01T11:13:12.796Z,"53km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-01-01T08:19:05.306Z,61.531,-149.7923,28.6,2.8,ml,,,,0.59,ak,ak0191sewcf,2019-01-01T08:50:24.813Z,"8km E of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-01T07:02:44.730Z,18.7066,-67.5186,10,2.87,md,18,190,0.3246,0.38,pr,pr2019001000,2019-01-01T07:40:28.454Z,"49km NW of Aguadilla, Puerto Rico",earthquake,1.08,1.06,0.42,15,reviewed,pr,pr
2019-01-01T06:34:48.710Z,5.9249,126.8896,76.91,4.3,mb,,126,1.729,0.59,us,us2000izlf,2019-01-01T07:15:50.040Z,"92km ESE of Pondaguitan, Philippines",earthquake,7.9,9.7,0.137,15,reviewed,us,us
2019-01-01T06:18:25.158Z,57.3547,-158.1729,35.6,3.1,ml,,,,0.85,ak,ak0191r7unc,2019-01-01T06:33:33.284Z,"127km NNE of Chignik Lake, Alaska",earthquake,,4.3,,,automatic,ak,ak
2019-01-01T05:58:52.500Z,-20.8201,-177.7511,477.71,4.8,mb,,49,5.006,0.87,us,us2000izl5,2019-01-01T06:20:36.040Z,"100km E of Ndoi Island, Fiji",earthquake,11.9,6.6,0.058,90,reviewed,us,us
2019-01-01T04:19:17.300Z,8.5769,125.8473,43.69,4.6,mb,,114,1.52,0.44,us,us2000izkx,2019-01-01T06:33:25.637Z,"2km SSE of Aurora, Philippines",earthquake,10.1,8,0.098,31,reviewed,us,us
2019-01-01T03:47:49.850Z,19.544,-65.0353,50,3.32,md,10,335,1.6208,0.27,pr,pr2019001001,2019-01-01T09:45:11.152Z,"132km NNW of Road Town, British Virgin Islands",earthquake,3.52,17.81,0.23,8,reviewed,pr,pr
2019-01-01T03:03:30.603Z,61.2962,-149.9469,43.4,5,ml,,,,0.62,ak,ak0191pccr7,2019-01-03T15:31:26.472Z,"11km NNW of Anchorage, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-01-01T03:00:42.600Z,5.7808,126.9647,73.72,4.6,mb,,114,1.88,0.83,us,us2000izkm,2019-01-01T03:31:31.040Z,"108km SE of Pondaguitan, Philippines",earthquake,8.1,6.6,0.101,29,reviewed,us,us
2019-01-01T02:09:36.510Z,39.3123,40.5488,10,4.1,mb,,57,1.384,0.79,us,us2000izk9,2019-01-01T03:28:05.040Z,"13km S of Yedisu, Turkey",earthquake,4.1,2,0.174,9,reviewed,us,us
2019-01-01T01:03:15.850Z,37.0529,20.6773,10,4.1,mb,,187,1.005,0.8,us,us2000izk5,2019-01-01T03:25:05.040Z,"74km S of Lithakia, Greece",earthquake,8.4,2,0.262,5,reviewed,us,us
2019-01-01T00:32:16.904Z,60.6511,-147.471,10.7,2.5,ml,,,,0.69,ak,ak0191nq8po,2019-01-01T01:30:39.673Z,"67km E of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-01T00:04:06.390Z,-14.9403,167.3356,47.33,4.9,mb,,162,7.143,1,us,us2000izjv,2019-01-01T00:31:44.040Z,"33km ENE of Port-Olry, Vanuatu",earthquake,10.3,6.3,0.09,39,reviewed,us,us
2018-12-31T23:54:07.510Z,17.8803,-68.501,72,3.35,md,13,232,0.6448,0.37,pr,pr2018365018,2019-01-04T04:09:32.040Z,"50km SSE of Boca de Yuma, Dominican Republic",earthquake,3.52,4.75,0.21,10,reviewed,pr,pr
2018-12-31T23:09:27.020Z,3.1661,126.5518,35,4.7,mb,,66,2.513,1.39,us,us2000izji,2019-01-04T05:45:05.040Z,"227km NW of Tobelo, Indonesia",earthquake,7.4,1.9,0.055,102,reviewed,us,us
2018-12-31T22:57:42.372Z,61.3533,-150.1148,20.1,3.2,ml,,,,0.83,ak,ak20616897,2019-01-01T23:00:04.333Z,"18km NW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-31T21:53:36.810Z,35.7239,140.8271,54.88,4.2,mb,,160,2.141,0.56,us,us2000izik,2018-12-31T22:20:14.040Z,"1km SSW of Hasaki, Japan",earthquake,8.6,7.4,0.124,18,reviewed,us,us
2018-12-31T20:45:31.020Z,15.2791,-46.3283,10,5,mb,,74,11.861,1.09,us,us2000izi5,2018-12-31T22:06:38.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.4,1.9,0.039,209,reviewed,us,us
2018-12-31T20:22:15.900Z,-17.5085,-174.67,170.91,5.1,mb,,51,4.534,1.38,us,us2000izi1,2018-12-31T20:40:16.040Z,"145km NNW of Neiafu, Tonga",earthquake,7.8,6.9,0.04,200,reviewed,us,us
2018-12-31T17:48:27.320Z,19.4993,-64.5981,57,3.42,md,9,320,1.8456,0.22,pr,pr2018365015,2018-12-31T19:21:15.815Z,"119km N of Road Town, British Virgin Islands",earthquake,3.7,15.53,0.08,5,reviewed,pr,pr
2018-12-31T15:48:07.150Z,37.9886,69.7004,28.81,4,mb,,83,0.374,0.74,us,us2000izgg,2018-12-31T16:12:02.040Z,"10km NW of Kulob, Tajikistan",earthquake,4.8,8,0.259,4,reviewed,us,us
2018-12-31T15:45:34.970Z,33.9173333,-117.035,15.09,2.79,ml,132,17,0.04543,0.16,ci,ci38411808,2019-01-04T00:23:36.720Z,"6km WSW of Beaumont, CA",earthquake,0.11,0.18,0.167,24,reviewed,ci,ci
2018-12-31T14:23:06.835Z,61.3537,-150.0749,35.7,3.1,ml,,,,0.55,ak,ak20611208,2019-01-01T18:04:32.263Z,"17km NNW of Anchorage, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-12-31T14:10:25.200Z,37.4856,141.4451,43.26,5.1,mww,,106,0.645,0.67,us,us2000izfu,2018-12-31T17:15:56.594Z,"39km E of Namie, Japan",earthquake,3.2,5.5,0.073,18,reviewed,us,us
2018-12-31T14:05:22.070Z,2.659,128.5744,234.21,4.4,mb,,106,2.229,0.58,us,us2000izfv,2018-12-31T14:51:15.040Z,"120km NNE of Tobelo, Indonesia",earthquake,10.6,8,0.097,31,reviewed,us,us
2018-12-31T13:33:10.650Z,21.7196,93.4376,51.09,4.1,mb,,183,0.93,0.49,us,us2000izfp,2019-01-03T19:45:19.714Z,"97km SSE of Saiha, India",earthquake,9.7,9,0.174,9,reviewed,us,us
2018-12-31T13:15:17.910Z,-20.5543,-178.0087,522.98,4.7,mb,,92,4.655,0.78,us,us2000izfk,2018-12-31T14:25:01.040Z,"72km E of Ndoi Island, Fiji",earthquake,12.5,5.8,0.047,137,reviewed,us,us
2018-12-31T10:49:41.340Z,-31.7676,-69.3073,101.2,5.3,mww,,30,0.575,1.36,us,us2000izex,2018-12-31T20:57:26.284Z,"49km S of Calingasta, Argentina",earthquake,6.4,4,0.055,32,reviewed,us,us
2018-12-31T10:31:34.044Z,61.1198,-151.1701,71.3,3.7,ml,,,,0.63,ak,ak20608427,2019-01-01T04:13:30.620Z,"48km N of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-12-31T10:21:22.880Z,44.5685,-110.4931667,2.52,2.75,ml,9,90,0.06605,0.09,uu,uu60016814,2019-01-02T17:51:20.756Z,"29km ENE of Old Faithful Geyser, Wyoming",earthquake,0.41,31.61,0.229,4,reviewed,uu,uu
2018-12-31T10:21:08.830Z,44.573,-110.4863333,4.89,2.6,md,18,73,0.06197,0.14,uu,uu60308677,2019-01-02T17:51:42.973Z,"29km ENE of Old Faithful Geyser, Wyoming",earthquake,0.32,0.65,0.532,7,reviewed,uu,uu
2018-12-31T10:13:30.900Z,17.3147,-93.8877,167.06,4.6,mb,,114,1.966,0.81,us,us2000izep,2018-12-31T20:20:25.658Z,"58km SW of Chontalpa, Mexico",earthquake,8.3,7.5,0.043,164,reviewed,us,us
2018-12-31T09:59:59.587Z,61.4672,-150.0209,22.9,3,ml,,,,0.78,ak,ak20608419,2019-01-01T18:30:47.997Z,"6km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-31T09:21:44.903Z,61.3588,-150.0894,21.5,2.7,ml,,,,0.8,ak,ak20608411,2018-12-31T09:44:21.702Z,"18km NNW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-31T09:14:55.440Z,35.6691666,-121.1078339,5.56,2.75,md,45,133,0.139,0.07,nc,nc73128711,2018-12-31T09:51:03.347Z,"8km ENE of San Simeon, CA",earthquake,0.22,0.65,0.13,46,automatic,nc,nc
2018-12-31T07:52:24.230Z,39.206,20.9219,10,4.4,mb,,100,1.007,1.13,us,us2000izeb,2018-12-31T11:37:58.040Z,"2km ESE of Kampi, Greece",earthquake,3.3,1.9,0.088,37,reviewed,us,us
2018-12-31T07:49:44.680Z,18.9001,-67.375,22,2.78,md,7,328,0.5067,0.18,pr,pr2018365012,2018-12-31T14:34:27.190Z,"53km NNW of San Antonio, Puerto Rico",earthquake,1.39,12.55,0.33,6,reviewed,pr,pr
2018-12-31T07:45:39.020Z,18.4528,-66.5071,88,2.82,md,13,157,0.033,0.2,pr,pr2018365011,2018-12-31T14:51:13.389Z,"0km NE of La Luisa, Puerto Rico",earthquake,1.22,0.87,0.28,10,reviewed,pr,pr
2018-12-31T07:25:45.310Z,44.5718333,-110.5008333,4.79,2.7,ml,21,51,0.07195,0.13,uu,uu60308567,2019-01-02T15:36:17.906Z,"28km ENE of Old Faithful Geyser, Wyoming",earthquake,0.25,0.59,0.327,7,reviewed,uu,uu
2018-12-31T07:24:25.210Z,17.9135,-65.9036,12,2.75,md,15,269,0.1581,0.15,pr,pr2018365009,2018-12-31T08:47:32.040Z,"10km S of Emajagua, Puerto Rico",earthquake,0.89,0.52,0.59,14,reviewed,pr,pr
2018-12-31T06:06:51.800Z,18.8733,-64.4471,39,2.94,md,4,346,1.581,0.2,pr,pr2018365010,2018-12-31T08:35:21.040Z,"55km NNE of Road Town, British Virgin Islands",earthquake,3.84,16.14,0.34,4,reviewed,pr,pr
2018-12-31T05:56:39.692Z,61.7835,-152.6994,193.5,2.5,ml,,,,0.71,ak,ak20606625,2018-12-31T06:03:26.455Z,"140km W of Willow, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-12-31T05:39:01.314Z,60.0649,-152.6985,107.8,2.7,ml,,,,0.48,ak,ak20606616,2018-12-31T05:51:57.026Z,"46km S of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-12-31T05:11:36.940Z,-24.0007,-66.8659,192.34,4.2,mb,,34,1.594,1.11,us,us2000izdh,2018-12-31T13:14:29.061Z,"60km WNW of San Antonio de los Cobres, Argentina",earthquake,7.6,1.6,0.101,27,reviewed,us,us
2018-12-31T04:57:00.350Z,18.6258,-66.6083,13,2.51,md,8,250,0.3149,0.23,pr,pr2018365008,2018-12-31T07:43:12.612Z,"19km NNW of Garrochales, Puerto Rico",earthquake,1.43,3.07,0.26,7,reviewed,pr,pr
2018-12-31T04:16:58.717Z,61.4101,-150.0021,36.9,3.5,ml,,,,0.6,ak,ak20605723,2019-01-01T18:34:16.052Z,"5km SSW of Big Lake, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-12-31T03:28:49.338Z,61.3905,-150.0252,21.4,3.8,ml,,,,0.88,ak,ak20604835,2019-01-01T18:31:26.676Z,"18km NNW of Anchorage, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-12-31T03:17:28.030Z,19.3525,-155.0268333,4.05,3.32,ml,60,185,0.0674,0.13,hv,hv70752141,2019-01-03T23:10:41.040Z,"17km SW of Leilani Estates, Hawaii",earthquake,0.44,0.69,0.142,46,reviewed,hv,hv
2018-12-31T02:38:05.071Z,63.4214,-148.2447,10,2.7,ml,,,,0.71,ak,ak20603927,2018-12-31T10:40:35.962Z,"35km E of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-12-31T02:35:37.320Z,54.3874,-161.5066,31,6,mww,,44,0.981,1.06,us,us2000izcv,2019-01-02T06:58:00.234Z,"118km SE of Cold Bay, Alaska",earthquake,4.3,1.8,0.033,89,reviewed,us,us
2018-12-31T02:28:11.026Z,61.4577,-149.9451,29.8,3.6,ml,,,,0.6,ak,ak20603908,2019-01-01T02:30:38.500Z,"7km S of Big Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-12-31T01:47:53.800Z,18.1365,-68.4616,81,3.12,md,7,211,0.3858,0.34,pr,pr2018365004,2018-12-31T23:21:25.040Z,"36km SE of Boca de Yuma, Dominican Republic",earthquake,4.62,2.58,0.31,5,reviewed,pr,pr
2018-12-31T01:35:55.560Z,18.0031,-68.7418,13,3.25,md,13,233,0.6251,0.44,pr,pr2018365006,2018-12-31T23:15:55.040Z,"47km SSW of Boca de Yuma, Dominican Republic",earthquake,1.69,2.98,0.36,13,reviewed,pr,pr
2018-12-31T00:58:34.810Z,18.3808,-66.1335,85,2.47,md,5,224,0.3715,0.37,pr,pr2018365001,2018-12-31T07:36:37.805Z,"3km SE of Bayamon, Puerto Rico",earthquake,4.29,2.35,0.42,5,reviewed,pr,pr
2018-12-31T00:29:32.250Z,8.2995,58.6473,10,5.1,mb,,46,13.27,0.77,us,us2000izc4,2019-01-04T05:35:48.040Z,"Carlsberg Ridge",earthquake,10.1,1.8,0.073,61,reviewed,us,us
2018-12-31T00:28:44.190Z,8.2083,58.6662,10,5.2,mb,,70,13.186,0.91,us,us2000izc2,2019-01-04T05:34:16.040Z,"Carlsberg Ridge",earthquake,3.5,1.9,0.051,127,reviewed,us,us
2018-12-30T22:02:46.680Z,17.226,146.5832,35,4.6,mb,,69,3.975,0.71,us,us2000izaw,2018-12-30T23:12:29.040Z,"130km SE of Pagan, Northern Mariana Islands",earthquake,8.9,1.9,0.08,47,reviewed,us,us
2018-12-30T21:03:09.680Z,18.1316,-67.6465,67,2.77,md,6,311,0.5513,0.26,pr,pr2018364009,2018-12-30T23:13:24.520Z,"47km WSW of Rincon, Puerto Rico",earthquake,2.29,2.86,0.33,3,reviewed,pr,pr
2018-12-30T20:31:27.890Z,35.3284,-112.6093,5,3.2,ml,,66,0.284,0.71,us,us2000iza7,2018-12-31T19:00:40.438Z,"24km E of Seligman, Arizona",earthquake,1.4,1.9,0.06,36,reviewed,us,us
2018-12-30T20:07:28.636Z,59.6956,-153.2791,97.6,2.8,ml,,,,0.75,ak,ak20601297,2018-12-30T20:17:12.039Z,"81km W of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-12-30T18:34:57.470Z,1.6162,126.4538,44.3,5,mww,,101,1.239,1.19,us,us2000iz9s,2018-12-30T18:52:55.040Z,"137km NW of Kota Ternate, Indonesia",earthquake,7.7,6.2,0.068,21,reviewed,us,us
2018-12-30T17:15:01.590Z,19.403,-65.7456,13,2.95,md,10,318,1.2651,0.13,pr,pr2018364007,2018-12-30T20:38:29.657Z,"108km N of Vieques, Puerto Rico",earthquake,6.38,9.01,0.33,7,reviewed,pr,pr
2018-12-30T17:06:18.080Z,64.5878,-160.3743,7,3.6,ml,,,,0.86,ak,ak20600418,2018-12-30T22:48:15.295Z,"104km NNE of Unalakleet, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-12-30T16:18:22.160Z,33.0323333,-116.4341667,8.93,2.82,ml,111,17,0.04497,0.2,ci,ci38410936,2019-01-03T21:16:53.640Z,"16km ESE of Julian, CA",earthquake,0.11,0.34,0.184,25,reviewed,ci,ci
2018-12-30T15:07:37.420Z,-56.6167,-24.676,8.7,4.9,mb,,130,7.113,0.91,us,us2000iz92,2018-12-30T15:33:56.040Z,"155km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.8,6.5,0.117,23,reviewed,us,us
2018-12-30T14:40:08.990Z,35.3577,-112.6116,5,2.5,ml,,147,0.311,0.53,us,us2000iz8k,2018-12-30T21:22:09.897Z,"24km E of Seligman, Arizona",earthquake,2.8,2,0.071,26,reviewed,us,us
2018-12-30T14:28:13.100Z,17.6948,-95.6322,126.49,4,mb,,155,2.801,1.15,us,us2000iz8e,2018-12-30T15:02:22.040Z,"24km SE of Playa Vicente, Mexico",earthquake,13.3,21.9,0.096,29,reviewed,us,us
2018-12-30T14:26:35.290Z,38.3529,133.8298,434.7,4.7,mb,,29,3.502,0.7,us,us2000iz8c,2018-12-30T20:08:49.040Z,"Sea of Japan",earthquake,10.3,6.9,0.038,217,reviewed,us,us
2018-12-30T14:19:10.440Z,-5.4769,148.1672,205.06,4.8,mb,,49,3.503,0.84,us,us2000iz89,2018-12-30T15:03:45.040Z,"128km NNE of Finschhafen, Papua New Guinea",earthquake,6.5,7.5,0.096,34,reviewed,us,us
2018-12-30T13:33:15.050Z,35.8,27.3471,10,4.2,mb,,113,0.294,1.39,us,us2000iz81,2018-12-31T11:12:19.872Z,"34km NNE of Karpathos, Greece",earthquake,5.5,2,0.152,12,reviewed,us,us
2018-12-30T12:51:26.010Z,54.9089,164.3507,10,4.7,mb,,162,3.86,0.49,us,us2000iz7v,2018-12-30T13:07:47.040Z,"109km WSW of Nikol'skoye, Russia",earthquake,8,1.9,0.096,33,reviewed,us,us
2018-12-30T12:38:52.373Z,56.899,-154.0752,58.7,2.8,ml,,,,0.39,ak,ak20596992,2018-12-30T12:50:50.040Z,"71km S of Larsen Bay, Alaska",earthquake,,1,,,automatic,ak,ak
2018-12-30T11:58:01.410Z,19.2363333,-155.3898333,31.11,2.45,ml,53,143,0.007337,0.12,hv,hv70751331,2019-01-02T21:28:42.240Z,"10km ENE of Pahala, Hawaii",earthquake,0.43,0.61,0.158,18,reviewed,hv,hv
2018-12-30T11:37:17.630Z,69.5125,-144.8155,10,2.7,ml,,143,0.404,1.06,us,us2000iz7m,2018-12-30T12:54:12.040Z,"82km SW of Kaktovik, Alaska",earthquake,3.9,2,0.051,50,reviewed,us,us
2018-12-30T10:02:35.460Z,37.857,69.745,10,4.2,mb,,60,0.49,1.33,us,us2000iz69,2018-12-30T10:16:48.040Z,"7km SSW of Kulob, Tajikistan",earthquake,4.9,2,0.265,4,reviewed,us,us
2018-12-30T09:08:56.100Z,35.3307,-112.5913,5,3.1,ml,,83,0.291,0.32,us,us2000iz5k,2018-12-30T21:21:51.749Z,"26km E of Seligman, Arizona",earthquake,1.1,1.9,0.051,50,reviewed,us,us
2018-12-30T08:39:12.700Z,-2.657,102.3488,168.3,5.8,mww,,30,1.797,1.36,us,us2000iz50,2018-12-31T08:41:27.624Z,"91km NW of Lubuklinggau, Indonesia",earthquake,6.8,5.6,0.069,20,reviewed,us,us
2018-12-30T07:46:58.210Z,42.6795,-111.444,10.49,2.46,ml,11,194,0.21,0.13,uu,uu60308452,2019-01-02T21:13:04.160Z,"13km ENE of Soda Springs, Idaho",earthquake,1.2,1.34,0.207,4,reviewed,uu,uu
2018-12-30T07:14:10.328Z,69.5805,-144.966,9.2,4.5,ml,,,,0.67,ak,ak20593585,2018-12-30T16:28:23.040Z,"78km SW of Kaktovik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-12-30T06:51:02.870Z,-4.9341,145.3318,161.15,4.5,mb,,113,3.517,0.7,us,us2000iz4c,2018-12-30T08:24:04.040Z,"60km WNW of Madang, Papua New Guinea",earthquake,5.4,7.6,0.067,65,reviewed,us,us
2018-12-30T06:48:28.890Z,57.0615,-34.0007,10,4.9,mb,,61,7.167,0.92,us,us2000iz4a,2018-12-30T07:12:39.040Z,"Reykjanes Ridge",earthquake,8.6,1.9,0.04,193,reviewed,us,us
2018-12-30T06:19:31.710Z,18.758,-65.601,46,2.74,md,9,312,0.6639,0.22,pr,pr2018364003,2018-12-30T07:49:03.946Z,"44km NNE of Luquillo, Puerto Rico",earthquake,2,5.61,0.3,7,reviewed,pr,pr
2018-12-30T06:15:04.920Z,37.0205002,-121.857666,15.49,2.64,md,59,89,0.02998,0.17,nc,nc73128201,2018-12-31T07:53:12.602Z,"2km SSE of Day Valley, CA",earthquake,0.28,0.5,0.18,63,automatic,nc,nc
2018-12-30T06:00:09.630Z,8.2229,58.6182,10,5,mb,,117,16.789,0.75,us,us2000iz43,2018-12-30T06:26:37.040Z,"Carlsberg Ridge",earthquake,11.9,1.9,0.065,76,reviewed,us,us
2018-12-30T05:51:48.200Z,8.2647,58.5102,10,4.7,mb,,95,13.204,0.7,us,us2000iz41,2018-12-30T06:16:05.040Z,"Carlsberg Ridge",earthquake,11.1,1.9,0.078,50,reviewed,us,us
2018-12-30T05:29:13.780Z,19.3073,-67.7253,70,3.7,ml,19,249,0.9551,0.49,pr,pr2018364002,2018-12-30T06:41:02.542Z,"108km NNW of San Antonio, Puerto Rico",earthquake,3.93,7.97,0.36,19,reviewed,pr,pr
2018-12-30T05:16:11.500Z,35.4409,139.4392,114.44,4.1,mb,,203,1.281,0.51,us,us2000iz7b,2018-12-30T11:19:57.695Z,"4km SSW of Minami-rinkan, Japan",earthquake,9.2,9.7,0.131,16,reviewed,us,us
2018-12-30T04:48:44.210Z,38.279,73.5977,125.68,4.2,mb,,97,1.845,0.48,us,us2000iz3f,2018-12-30T05:20:26.040Z,"34km WNW of Murghob, Tajikistan",earthquake,4.1,10.9,0.141,14,reviewed,us,us
2018-12-30T04:48:33.050Z,-24.1289,-66.6789,194.44,4.5,mb,,54,1.807,1.31,us,us2000iz3d,2018-12-30T05:09:56.040Z,"37km WNW of San Antonio de los Cobres, Argentina",earthquake,6.4,8.2,0.08,46,reviewed,us,us
2018-12-30T04:10:55.740Z,-9.5262,118.9725,66.23,4.8,mb,,72,3.343,0.65,us,us2000iz2w,2018-12-30T04:30:31.040Z,"3km WNW of Kawangohari, Indonesia",earthquake,8.4,9,0.097,35,reviewed,us,us
2018-12-30T04:04:05.740Z,-18.1528,-176.6969,338.26,4.4,mb,,73,4.06,1.29,us,us2000iz30,2018-12-30T05:08:12.040Z,"291km W of Neiafu, Tonga",earthquake,6.8,7,0.107,25,reviewed,us,us
2018-12-30T02:56:22.070Z,64.1613,-21.0068,10,4.3,mb,,176,0.604,1.01,us,us2000iz6z,2018-12-30T16:02:02.790Z,"19km NNE of Hveragerdi, Iceland",earthquake,8.8,2,0.099,29,reviewed,us,us
2018-12-30T01:59:49.230Z,18.0853,-68.5223,76,3.18,md,7,217,1.4148,0.12,pr,pr2018364001,2018-12-30T05:46:17.040Z,"36km SSE of Boca de Yuma, Dominican Republic",earthquake,2.23,1.71,0.33,7,reviewed,pr,pr
2018-12-30T01:48:07.787Z,61.2947,-150.117,37.3,2.5,ml,,,,0.72,ak,ak20590276,2018-12-30T01:55:00.758Z,"14km NW of Anchorage, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-12-30T01:29:37.230Z,37.5188332,-118.4048309,10.84,2.8,ml,32,153,0.04229,0.05,nc,nc73128161,2018-12-31T18:41:20.078Z,"15km N of Dixon Lane-Meadow Creek, CA",earthquake,0.38,0.72,0.329,7,automatic,nc,nc
2018-12-30T01:03:23.790Z,36.5163,70.8125,194.75,4.2,mb,,80,1.218,0.93,us,us2000iz2e,2018-12-30T01:23:31.040Z,"38km S of Jarm, Afghanistan",earthquake,7.7,7.5,0.128,17,reviewed,us,us
2018-12-30T00:58:25.890Z,19.337,-155.1946667,6.17,3.03,ml,61,79,0.04154,0.1,hv,hv70750911,2019-01-01T01:27:02.560Z,"12km SSE of Volcano, Hawaii",earthquake,0.25,0.33,0.185,48,reviewed,hv,hv
2018-12-30T00:36:18.260Z,56.3533,-148.4866,17.59,4.6,mb,,140,2.656,0.88,us,us2000iz28,2018-12-30T00:54:32.049Z,"286km ESE of Kodiak, Alaska",earthquake,8.4,5.1,0.061,80,reviewed,us,us
2018-12-29T23:52:49.300Z,41.8801,12.824,10,2.9,ml,,79,0.748,1.2,us,us2000iz23,2018-12-30T15:57:59.238Z,"1km N of Gallicano nel Lazio, Italy",earthquake,3.1,2,0.057,40,reviewed,us,us
2018-12-29T23:22:29.640Z,-12.8097,45.4171,10,4.7,mb,,52,6.414,0.73,us,us2000iz1y,2018-12-29T23:43:12.040Z,"14km E of Pamandzi, Mayotte",earthquake,8.6,1.9,0.09,37,reviewed,us,us
2018-12-29T23:16:39.790Z,28.2306,55.5429,10,4.2,mb,,87,3.325,0.74,us,us2000iz1x,2018-12-29T23:38:40.040Z,"113km ESE of Darab, Iran",earthquake,7.2,1.9,0.087,37,reviewed,us,us
2018-12-29T22:04:55.180Z,-5.5149,147.3039,176.15,4.6,mb,,53,3.449,0.68,us,us2000iz1k,2018-12-29T22:21:37.040Z,"135km NNW of Finschhafen, Papua New Guinea",earthquake,8.9,8.6,0.114,23,reviewed,us,us
2018-12-29T21:48:03.900Z,30.78,-6.8181,10,3.2,mb,,192,2.561,0.73,us,us2000izb6,2018-12-30T22:40:53.280Z,"17km SSE of Ouarzazat, Morocco",earthquake,13,2,0.482,1,reviewed,us,us
2018-12-29T21:46:09.820Z,58.3563,-154.6715,0,2.5,ml,,,,0.84,ak,ak20587822,2018-12-29T22:36:06.040Z,"99km NNW of Larsen Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-29T21:27:52.510Z,37.5698,20.773,10,4.5,mb,,130,0.997,1.2,us,us2000iz13,2018-12-29T22:48:13.040Z,"17km SSW of Lithakia, Greece",earthquake,6.5,2,0.156,12,reviewed,us,us
2018-12-29T21:27:43.520Z,61.476,-149.9715,25.3,2.5,ml,,,,0.68,ak,ak20587034,2018-12-29T22:44:18.541Z,"5km S of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-12-29T20:48:27.076Z,61.3758,-150.1452,20,2.5,ml,,,,0.9,ak,ak20586543,2018-12-29T21:32:22.285Z,"19km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-29T20:22:23.700Z,19.4203339,-155.2619934,-0.31,2.92,ml,43,64,0.002867,0.18,hv,hv70750696,2018-12-29T23:12:50.040Z,"2km WSW of Volcano, Hawaii",earthquake,0.22,0.14,2.85,24,automatic,hv,hv
2018-12-29T19:48:20.041Z,61.3919,-150.089,35.7,3.4,ml,,,,0.56,ak,ak20585752,2018-12-30T19:50:32.593Z,"16km SSW of Big Lake, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-12-29T19:44:40.480Z,56.8558,-34.2527,10,4.7,mb,,79,7.197,0.38,us,us2000iyzy,2018-12-30T03:42:45.138Z,"Reykjanes Ridge",earthquake,9.6,1.9,0.067,68,reviewed,us,us
2018-12-29T19:27:57.520Z,45.5169,150.1859,109.89,4.6,mb,,142,5.349,0.97,us,us2000iz02,2018-12-29T20:21:27.040Z,"183km E of Kuril'sk, Russia",earthquake,5.2,9.1,0.119,23,reviewed,us,us
2018-12-29T19:08:30.250Z,42.2718,143.2251,58.28,5.5,mb,,49,0.261,0.93,us,us2000iyzj,2019-01-03T11:32:26.869Z,"71km S of Obihiro, Japan",earthquake,7.2,6.1,0.031,366,reviewed,us,us
2018-12-29T17:27:28.661Z,61.3608,-150.0962,34.7,3.4,ml,,,,0.94,ak,ak20584156,2019-01-02T16:05:37.040Z,"19km NNW of Anchorage, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-12-29T16:31:21.490Z,-23.5232,-66.9619,231.19,4.5,mb,,50,1.255,0.62,us,us2000iyyl,2019-01-02T00:29:32.438Z,"101km NW of San Antonio de los Cobres, Argentina",earthquake,9.8,11.8,0.242,5,reviewed,us,us
2018-12-29T16:12:07.340Z,-2.2703,99.8079,18.95,4.8,mb,,168,2.858,0.67,us,us2000iyyf,2018-12-29T16:33:21.040Z,"99km SE of Muara Siberut, Indonesia",earthquake,8.4,4.1,0.105,28,reviewed,us,us
